Atoms,CSP3,Carbon,FormalCharge,Formula,HBA,HBD,HeavyAtoms,Heteroatoms,MR,MW,NAME,NHOH,NO,Rings,RotBonds,TPSA,WlogP
26,0.18,11,0,C11H12N2O,3,0,14,3,55.75,188.09,DB01435,0,3,2,1,26.93,1.48
56,0.94,18,0,C18H36O2,1,1,20,2,87.18,284.27,DB03193,1,2,0,16,37.3,6.33
36,0.54,13,0,C13H19NO3,4,1,17,4,65.72,237.14,DB09185,1,4,2,5,39.72,1.45
6,0.0,0,0,ClKO4,4,0,6,6,0.0,137.91,DB09418,0,4,0,0,92.24,-7.75
6,0.0,1,0,CNa2O3,3,0,6,5,5.4,105.96,DB09460,0,3,0,0,63.19,-8.44
26,0.0,13,0,C13H10O3,3,1,16,3,59.51,214.06,DB11071,1,3,2,2,46.53,2.61
40,0.29,17,0,C17H21NO,2,0,19,2,79.74,255.16,DB11160,0,2,2,6,12.47,3.22
33,0.89,9,0,C9H19NO4,4,4,14,5,51.59,205.13,DB11204,4,5,0,6,89.79,-1.14
29,0.71,7,0,C7H16N4O2,3,5,13,6,49.63,188.13,DB11815,6,6,0,5,111.23,-1.08
33,0.42,12,0,C12H17NO3,3,2,16,4,62.54,223.12,DB13278,2,4,1,5,58.56,1.79
33,0.42,12,0,C12H17NO3,3,2,16,4,60.48,223.12,DB13346,2,4,1,6,58.56,1.91
29,0.0,13,0,C13H13N3,1,3,16,3,67.86,211.11,DB14191,3,3,2,2,47.91,3.15
20,0.12,8,0,C8H8AuNOS,2,1,12,4,47.3,363.0,DB19361,1,2,1,2,29.1,1.17
27,0.33,9,0,C9H13N3O2,5,1,14,5,55.25,195.1,DB19365,2,5,1,3,70.02,-0.2
17,0.75,4,0,C4H9NO3,3,3,8,4,27.29,119.06,DB00156,4,4,0,2,83.55,-1.22
21,0.09,11,0,C11H8O2,2,0,13,2,48.86,172.05,DB00170,0,2,2,0,34.14,2.01
26,0.3,10,0,C10H12ClNO2,2,2,14,4,55.5,213.06,DB00181,3,3,1,4,63.32,1.86
26,0.5,10,0,C10H14N2,2,0,12,2,48.84,162.12,DB00184,0,2,2,1,16.13,1.85
34,0.9,10,0,C10H19N3O2,3,2,15,5,57.32,213.15,DB00226,4,5,2,2,82.86,0.34
24,0.11,9,0,C9H10N2O3,3,3,14,5,50.82,194.07,DB00345,4,5,1,3,92.42,0.08
16,0.0,5,0,C5H5N5S,4,3,11,6,43.49,167.03,DB00352,4,5,2,0,115.47,0.6
23,0.25,8,0,C8H11NO3,4,4,12,4,43.79,169.07,DB00368,5,4,1,2,86.71,0.09
6,0.0,0,0,MgO4S,4,0,6,6,16.23,119.94,DB00653,0,4,0,0,88.64,-1.72
33,1.0,11,0,C11H21N,1,1,12,1,52.08,167.17,DB00657,1,1,2,1,12.03,2.42
25,0.27,11,0,C11H11NO2,2,0,14,3,51.58,189.08,DB00832,0,3,2,1,37.38,1.16
34,0.46,13,0,C13H19NO,2,0,15,2,63.16,205.15,DB00937,0,2,1,5,20.31,2.6
32,0.58,12,0,C12H17NO2,3,1,15,3,58.45,207.13,DB01188,1,3,2,1,42.23,2.44
31,0.89,9,0,C9H16ClN3O2,3,1,15,6,58.63,233.09,DB01206,1,5,1,4,61.77,2.25
23,0.0,10,0,C10H9N3O,3,2,14,4,54.71,187.07,DB01427,3,4,2,1,71.77,1.02
16,0.6,5,0,C5H7NO3,2,2,9,4,28.8,129.04,DB03088,2,4,1,1,66.4,-0.65
20,0.6,5,0,C5H9NO4S,4,3,11,6,40.57,179.03,DB04339,4,5,0,5,125.92,-0.78
26,0.3,10,0,C10H13N3,1,2,13,3,52.47,175.11,DB04840,3,3,2,0,53.11,0.94
7,0.0,0,0,H3AlO3,3,0,4,4,11.56,77.99,DB06723,3,3,0,0,90.0,-0.91
6,0.0,0,0,CuO4S,4,0,6,6,10.47,158.88,DB06778,0,4,0,0,88.64,-1.34
4,0.0,0,0,Cl3Cr,0,0,4,4,0.0,156.85,DB09129,0,0,0,0,0.0,-8.99
6,0.0,0,0,O4SZn,4,0,6,6,10.47,159.88,DB09322,0,4,0,0,88.64,-1.34
20,0.8,5,0,C5H11NO2Se,2,2,9,4,36.65,192.0,DB09400,3,3,0,4,63.32,-0.04
6,0.0,0,0,BaO4S,4,0,6,6,16.23,233.86,DB11150,0,4,0,0,88.64,-1.72
26,0.18,11,0,C11H11ClO3,2,1,15,4,58.48,226.04,DB13167,1,3,1,5,46.53,2.53
28,0.3,10,0,C10H13N3O2,3,3,15,5,56.27,207.1,DB13211,4,5,2,2,80.36,0.31
29,0.56,9,0,C9H16N2O2,2,2,13,4,50.87,184.12,DB13221,3,4,0,4,72.19,1.03
53,0.94,17,0,C17H34O2,2,0,19,2,82.31,270.26,DB13966,0,2,0,13,26.3,5.64
27,0.9,10,0,C10H16O,1,0,11,1,44.24,152.12,DB14156,0,1,2,0,17.07,2.4
6,0.0,0,0,CrO4S,4,0,6,6,10.47,147.89,DB14530,0,4,0,0,88.64,-1.34
20,0.6,5,0,C5H10N2O3,3,3,10,5,34.04,146.07,DB00130,5,5,0,4,106.41,-1.34
19,0.6,5,0,C5H9NO4,3,3,10,5,32.48,147.05,DB00142,4,5,0,4,100.62,-0.74
28,0.3,10,0,C10H15N3,1,2,13,3,55.7,177.13,DB00217,2,3,1,2,36.42,0.98
19,0.0,6,0,C6H8N2O2S,3,2,11,5,42.23,172.03,DB00259,4,4,1,1,94.56,-0.08
25,0.33,9,0,C9H13NO2,3,3,12,3,46.99,167.09,DB00388,3,3,1,3,52.49,0.65
29,1.0,7,0,C7H15Cl2N2O2P,2,1,14,7,59.19,260.02,DB00531,1,4,1,5,51.38,1.88
12,0.0,4,0,C4H3FN2O2,2,2,9,5,27.64,130.02,DB00544,2,4,1,0,65.72,-0.8
27,0.08,13,0,C13H12O2,2,1,15,2,58.88,200.08,DB00600,1,2,2,3,29.46,2.97
22,0.71,7,0,C7H11NO3,3,0,11,4,37.95,157.07,DB00617,0,4,1,1,46.61,0.76
69,1.0,22,0,C22H46O,1,1,23,1,105.1,326.35,DB00632,1,1,0,20,20.23,7.8
35,0.9,10,0,C10H21N3O,2,0,14,4,57.39,199.17,DB00711,0,4,1,2,26.79,0.7
28,0.4,10,1,C10H16NO+,1,1,12,2,52.29,166.12,DB01010,1,2,1,2,20.23,1.98
30,0.36,11,0,C11H16N2O,2,2,14,3,58.2,192.13,DB01056,3,3,1,2,55.12,1.59
30,0.8,10,0,C10H17NO2,2,1,13,3,50.2,183.13,DB01107,1,3,1,2,46.17,1.13
29,1.0,7,0,C7H15Cl2N2O2P,2,1,14,7,59.19,260.02,DB01181,1,4,1,5,51.38,1.88
21,0.11,9,0,C9H8N2O2,3,1,13,4,46.9,176.06,DB01230,2,4,2,1,64.68,0.6
50,0.94,16,0,C16H32O2,1,1,18,2,77.95,256.24,DB03796,1,2,0,14,37.3,5.55
25,0.08,12,0,C12H11NO,2,0,14,2,56.78,185.08,DB04951,0,2,2,1,22.0,2.15
24,0.83,6,0,C6H12F2N2O2,3,3,12,6,38.85,182.09,DB06243,5,4,0,5,89.34,-0.23
36,0.82,11,0,C11H21NO3,4,1,15,4,58.4,215.15,DB06261,2,4,0,9,69.39,1.42
29,0.88,8,1,C8H18NO2+,2,0,11,3,44.13,160.13,DB06709,0,3,0,3,26.3,0.64
18,0.0,9,0,C9H5I2NO,2,1,13,4,68.84,396.85,DB09115,1,2,2,0,33.12,3.15
29,0.36,11,0,C11H15NO2,3,1,14,3,56.04,193.11,DB11148,2,3,1,4,52.32,2.23
23,0.2,10,0,C10H10N2O,2,0,13,3,51.65,174.08,DB12243,0,3,2,1,32.67,1.8
24,0.57,7,0,C7H11N3O3,5,1,13,6,45.3,185.08,DB12834,1,6,1,3,81.19,0.48
22,0.1,10,0,C10H8OS3,4,0,14,4,65.02,239.97,DB13853,0,1,2,2,97.8,4.21
15,1.0,3,0,C3H6BrNO4,4,2,9,6,32.82,198.95,DB13960,2,5,0,3,83.6,-0.66
6,0.0,1,0,CK2O3,3,0,6,5,5.4,137.91,DB13977,0,3,0,0,63.19,-8.44
28,0.36,11,0,C11H14O3,3,1,14,3,53.3,194.09,DB14084,1,3,1,4,46.53,2.35
17,0.5,4,0,C4H7AlO5,5,1,10,6,31.5,162.01,DB15679,1,5,0,2,72.83,-0.91
55,0.94,18,0,C18H35NO,1,0,20,2,86.89,281.27,DB17308,0,2,1,11,20.31,5.31
27,0.0,13,0,C13H11NO2,2,2,16,3,62.5,213.08,DB19376,2,3,2,2,49.33,2.64
16,0.5,4,0,C4H7NO4,3,3,9,5,27.86,133.04,DB00128,4,5,0,3,100.62,-1.13
23,0.38,8,0,C8H11NO3,4,3,12,4,42.48,169.07,DB00165,3,4,1,2,73.58,0.08
26,0.88,8,0,C8H14O2S2,3,1,12,4,54.56,206.04,DB00166,1,2,1,5,87.9,2.79
17,0.5,4,0,C4H8N2O3,3,3,9,5,29.42,132.05,DB00174,5,5,0,3,106.41,-1.73
19,0.67,6,0,C6H9NO3,3,0,10,4,33.33,143.06,DB00347,0,4,1,0,46.61,0.37
15,0.0,7,0,C7H4ClNO2,2,1,11,4,41.84,168.99,DB00356,1,3,2,0,46.0,1.77
25,0.83,6,1,C6H15N2O2+,2,1,10,4,38.43,147.11,DB00411,2,4,0,3,52.32,-0.21
22,0.8,5,0,C5H11ClHgN2O2,2,2,11,6,39.04,368.02,DB00534,3,4,0,5,64.35,0.32
22,0.8,5,0,C5H11NO4S,3,2,11,6,39.72,181.04,DB00659,2,5,0,4,91.85,-0.6
25,1.0,6,0,C6H14FO3P,3,0,11,5,41.16,184.07,DB00677,0,3,0,4,45.34,2.91
19,0.14,7,1,C7H9N2O+,2,1,10,3,37.0,137.07,DB00733,1,3,1,1,36.47,0.32
20,0.8,5,0,C5H11NO2S,3,3,9,4,38.68,149.05,DB00859,3,3,0,2,102.12,0.11
25,0.67,9,0,C9H13NO2,2,1,12,3,45.32,167.09,DB01031,2,3,1,1,52.32,1.42
15,1.0,4,0,C4H3F7O,1,0,12,8,22.96,200.01,DB01236,0,1,0,2,9.23,2.42
17,0.0,7,0,C7H5BiO4,4,1,12,5,40.46,362.0,DB01294,1,4,2,0,55.76,0.21
23,1.0,6,0,C6H12N3PS,1,0,11,5,49.0,189.05,DB04572,0,3,3,3,50.93,0.16
18,0.0,9,0,C9H5ClINO,2,1,13,4,61.13,304.91,DB04815,1,2,2,0,33.12,3.2
19,0.6,5,0,C5H9NO3S,3,3,10,5,39.09,163.03,DB06151,2,4,0,3,105.2,-0.49
22,0.14,7,0,C7H10N2O2S,3,2,12,5,45.71,186.05,DB06795,4,4,1,2,94.56,-0.21
21,1.0,5,1,C5H14NO+,1,1,7,2,29.99,103.12,DB09563,1,2,0,2,20.23,-0.32
17,0.25,4,0,C4H6N4O3,3,4,11,7,33.18,158.04,DB11100,5,7,1,1,113.32,-2.18
28,0.36,11,0,C11H14N2S,3,0,14,3,62.9,206.09,DB11156,0,2,2,2,43.84,2.5
29,0.9,10,0,C10H16N2O,3,1,13,3,50.63,180.13,DB11738,1,3,3,3,33.62,1.15
26,0.17,12,0,C12H12N2,2,0,14,2,56.94,184.1,DB11932,0,2,2,1,25.78,2.76
24,0.0,8,0,C8H10N6,6,4,14,6,55.16,190.1,DB12945,6,6,2,2,101.88,0.2
21,0.1,10,0,C10H8BrNO,2,1,13,3,55.84,236.98,DB13222,1,2,2,0,33.12,3.01
24,0.67,6,0,C6H12N2S4,4,0,12,6,67.75,239.99,DB13245,0,2,0,0,121.26,2.06
16,0.5,4,0,C4H6O4S2,4,4,10,6,40.82,181.97,DB14089,2,4,0,3,152.2,-0.25
16,1.0,1,0,CH6O7P2,3,5,10,9,30.09,191.96,DB14159,5,7,0,2,154.91,-1.38
25,0.3,10,0,C10H12O3,3,1,13,3,48.68,180.08,DB14177,1,3,1,3,46.53,1.96
29,0.6,10,0,C10H18O,1,1,11,1,49.51,154.14,DB14183,1,1,0,4,20.23,2.67
21,0.8,5,0,C5H12N2O2,3,3,9,4,33.9,132.09,DB00129,5,4,0,4,89.34,-0.86
30,0.45,11,0,C11H17NO,2,1,13,2,55.06,179.13,DB00379,2,2,1,3,35.25,2.03
14,0.0,5,0,C5H4N4O,4,2,10,5,33.35,136.04,DB00437,2,5,2,0,74.69,0.06
31,0.5,12,0,C12H18O,1,1,13,1,56.28,178.14,DB00818,1,1,1,2,20.23,3.64
28,0.45,11,0,C11H15NO,2,1,13,2,52.6,177.12,DB00830,1,2,2,1,21.26,1.74
28,1.0,10,0,C10H17N,1,1,11,1,45.09,151.14,DB00915,2,1,4,0,26.02,1.91
14,0.0,5,0,C5H4N4S,3,2,10,5,39.07,152.02,DB01033,2,4,2,0,89.45,1.02
23,0.22,9,0,C9H11NO2,3,1,12,3,46.81,165.08,DB01086,2,3,1,2,52.32,1.45
23,0.11,9,0,C9H10N2O2,2,2,13,4,47.87,178.07,DB01121,3,4,1,2,72.19,0.42
36,0.9,10,0,C10H22N4,2,2,14,4,60.2,198.18,DB01170,4,4,1,3,67.64,0.53
26,0.4,10,0,C10H15N,1,1,11,1,48.67,149.12,DB01577,1,1,1,3,12.03,1.84
25,0.4,10,0,C10H14O,1,1,11,1,46.93,150.1,DB02513,1,1,1,1,20.23,2.82
22,0.12,8,0,C8H10IN3,1,2,12,4,58.67,274.99,DB06704,4,3,1,2,64.4,1.06
19,0.8,5,0,C5H11NO2,2,0,8,3,27.91,117.08,DB06756,0,3,0,2,40.13,-1.56
3,0.0,0,0,Cl2Ra,0,0,3,3,0.0,292.96,DB08913,0,0,0,0,0.0,-5.99
28,0.4,10,0,C10H15NO2,3,3,13,3,51.61,181.11,DB08985,3,3,1,4,52.49,1.04
17,0.14,7,0,C7H6BFO2,2,1,11,4,38.8,152.04,DB09041,1,2,2,0,29.46,0.04
15,0.75,4,0,C4H7NaO3,3,1,8,4,21.33,126.03,DB09072,1,3,0,3,60.36,-4.49
12,0.67,3,0,C3H5KO3,3,1,7,4,16.69,127.99,DB09483,1,3,0,1,60.36,-4.88
5,0.0,0,0,KNO3,3,0,5,5,10.36,100.95,DB11090,0,4,0,0,66.2,-3.24
20,0.8,5,0,C5H11NO2Se,2,2,9,4,36.65,197.0,DB11142,3,3,0,4,63.32,-0.04
33,0.5,12,0,C12H18O3,3,1,15,3,59.22,210.13,DB11299,1,3,1,6,38.69,2.72
33,0.5,12,0,C12H17NO3,4,0,16,4,60.25,223.12,DB12911,0,4,1,7,48.42,2.06
15,1.0,1,0,CH6O6P2,2,4,9,8,28.96,175.96,DB14078,4,6,0,2,134.68,-0.7
23,0.67,6,0,C6H12N2S3,3,0,11,5,60.16,208.02,DB14178,0,2,0,0,95.96,1.41
32,0.9,10,0,C10H20O2,2,1,12,2,49.99,172.15,DB14187,1,2,0,6,37.3,2.15
24,0.2,10,0,C10H12O2,2,1,12,2,49.37,164.08,DB14188,1,2,1,2,29.46,2.43
5,0.0,0,0,NaO3V,3,0,5,5,1.37,121.92,DB14702,0,3,0,0,57.2,-4.43
25,0.4,10,0,C10H13ClO,1,1,12,2,51.94,184.07,DB19375,1,1,1,1,20.23,3.48
19,0.8,5,0,C5H11NO2,2,2,8,3,30.45,117.08,DB00161,3,3,0,2,63.32,0.05
18,0.43,7,0,C7H9ClO,1,1,9,2,39.07,144.03,DB00189,1,1,0,2,20.23,1.51
18,0.0,7,0,C7H7NO3,3,3,11,4,39.48,153.04,DB00233,4,4,1,1,83.55,0.67
18,0.0,7,0,C7H7NO3,3,3,11,4,39.48,153.04,DB00244,4,4,1,1,83.55,0.67
21,0.8,5,0,C5H9Cl2N3O2,3,1,12,7,47.34,213.01,DB00262,1,5,0,5,61.77,1.16
22,0.43,7,0,C7H10N2O2S,5,0,12,5,46.66,186.05,DB00389,0,4,1,1,68.25,1.56
24,0.33,9,0,C9H11ClO3,3,2,13,4,50.04,202.04,DB00856,2,3,1,4,49.69,1.07
28,0.4,10,0,C10H14O4,4,2,14,4,51.58,198.09,DB00874,2,4,1,5,58.92,0.43
29,0.45,11,0,C11H17N,1,1,12,1,53.28,163.14,DB01365,1,1,1,3,12.03,2.23
26,0.86,7,1,C7H16NO2+,2,0,10,3,39.53,146.12,DB03128,0,3,0,3,26.3,0.26
5,0.0,1,0,CCaO3,3,0,5,4,11.15,99.95,DB06724,0,3,0,0,63.19,-2.83
13,0.0,5,0,C5H5NOS,2,1,8,3,32.65,127.01,DB06815,0,2,1,0,65.74,0.61
4,0.0,1,0,CCaN2,0,0,4,3,17.48,79.97,DB09116,0,2,0,0,44.6,-0.08
20,0.67,6,0,C6H10N2O2,2,1,10,4,35.01,142.07,DB09210,2,4,1,2,63.4,-0.91
13,0.0,5,0,C5H4ClNO2,2,2,9,4,33.74,144.99,DB09257,2,3,1,0,53.09,0.73
5,0.0,1,0,CMgO3,3,0,5,4,11.15,83.97,DB09481,0,3,0,0,63.19,-2.83
3,0.0,0,0,Cl2Sr,0,0,3,3,5.75,158.85,DB09498,0,0,0,0,0.0,-6.37
15,0.0,5,0,C5H4FN3O2,4,2,11,6,32.17,157.03,DB12466,3,5,1,1,89.1,-0.58
19,0.12,8,0,C8H8O3,2,2,11,3,39.04,152.05,DB13218,2,3,1,2,57.53,0.8
16,0.14,7,0,C7H6Cl2O,1,1,10,3,42.38,175.98,DB13269,1,1,1,1,20.23,2.49
16,0.67,6,0,C6H6Br2N2,2,0,10,4,45.91,263.89,DB14199,0,2,0,3,47.58,2.34
19,0.12,8,0,C8H8O3,3,1,11,3,39.45,152.05,DB14212,1,3,1,1,46.53,1.18
15,0.2,5,0,C5H6O4,3,1,9,4,28.79,130.03,DB14219,1,4,0,2,63.6,-0.2
19,0.12,8,0,C8H8O3,3,1,11,3,39.42,152.05,DB15480,1,3,1,1,46.53,1.32
23,0.2,10,0,C10H12O,1,0,11,1,47.7,148.09,DB15916,0,1,1,2,9.23,2.73
24,0.83,6,0,C6H14N2O2,3,3,10,4,38.52,146.11,DB00123,5,4,0,5,89.34,-0.47
20,0.8,5,0,C5H11NO2S,3,2,9,4,38.61,149.05,DB00134,3,3,0,4,88.62,0.15
15,0.0,5,0,C5H5N5,4,2,10,5,36.1,135.05,DB00173,3,5,2,0,80.48,-0.06
12,1.0,3,0,C3H2ClF5O,1,0,10,7,22.78,183.97,DB00228,0,1,0,3,9.23,2.35
13,0.67,3,0,C3H6N2O2,3,2,7,4,22.07,102.04,DB00260,3,4,1,0,64.35,-1.62
24,0.33,9,0,C9H13NO,2,2,11,2,45.05,151.1,DB00397,3,2,1,2,46.25,1.07
29,0.78,9,0,C9H16O4,2,2,13,4,47.59,188.1,DB00548,2,4,0,8,74.6,1.89
12,1.0,3,0,C3H2ClF5O,1,0,10,7,22.79,183.97,DB00753,0,1,0,2,9.23,2.35
24,0.3,10,0,C10H12N2,2,1,12,2,50.45,160.1,DB00797,1,2,2,2,24.39,1.23
16,0.0,7,0,C7H6O3,2,2,10,3,35.07,138.03,DB00936,2,3,1,1,57.53,1.09
29,0.89,9,0,C9H17NO2,2,2,12,3,46.83,171.13,DB00996,3,3,1,3,63.32,1.37
27,1.0,5,0,C5H15N2O3PS,4,4,12,7,51.04,214.05,DB01143,5,5,0,7,130.69,-0.25
25,0.27,11,0,C11H13N,1,0,12,1,51.61,159.1,DB01626,0,1,1,3,3.24,1.75
20,0.8,5,0,C5H11NO2S,3,2,9,4,38.61,149.05,DB02893,3,3,0,4,88.62,0.15
38,0.92,12,0,C12H24O2,1,1,14,2,59.48,200.18,DB03017,1,2,0,10,37.3,3.99
13,0.0,0,0,H4O7P2,3,4,9,9,25.17,177.94,DB04160,4,7,0,2,143.91,-0.81
24,0.3,10,0,C10H12O2,1,1,12,2,47.02,164.08,DB06819,1,2,1,4,37.3,2.09
19,0.29,7,0,C7H9NO2,3,1,10,3,38.08,139.06,DB08826,1,3,1,0,42.23,0.4
18,0.33,6,0,C6H8O4,4,0,10,4,33.17,144.04,DB08908,0,4,0,2,52.6,-0.11
24,0.2,10,0,C10H12O2,2,1,12,2,48.56,164.08,DB09086,1,2,1,3,29.46,2.13
8,0.0,0,0,H2NaO4P,2,2,6,6,12.04,119.96,DB09449,2,4,0,0,90.4,-4.56
26,0.4,10,0,C10H15N,1,1,11,1,48.67,149.12,DB09571,1,1,1,3,12.03,1.84
33,0.73,11,0,C11H20O2,1,1,13,2,54.77,184.15,DB11117,1,2,0,9,37.3,3.38
5,0.0,0,0,H2Na2S,0,0,3,3,10.15,79.97,DB11159,0,0,0,0,0.0,-6.53
15,1.0,4,0,C4H7Cl3O,1,1,8,4,36.59,175.96,DB11386,1,1,0,0,20.23,2.13
19,0.0,9,0,C9H8N2,2,1,11,2,47.59,144.07,DB12537,1,2,2,0,24.39,2.11
24,0.33,9,0,C9H12N2S,2,1,12,3,54.12,180.07,DB12667,2,2,1,3,71.0,1.67
27,0.89,9,0,C9H15NO2,3,0,12,3,44.72,169.11,DB13262,0,3,3,1,29.54,0.64
22,0.22,9,0,C9H10O3,3,1,12,3,44.06,166.06,DB13628,1,3,1,2,46.53,1.57
31,1.0,10,0,C10H20O,1,1,11,1,47.35,156.15,DB14123,1,1,1,1,20.23,2.44
22,0.22,9,0,C9H10O3,3,1,12,3,44.06,166.06,DB15576,1,3,1,2,46.53,1.57
15,0.0,4,0,C4H6N4O,4,2,9,5,32.02,126.05,DB18756,4,5,1,0,91.87,-1.12
14,0.67,3,0,C3H7NO2S,3,3,7,4,29.46,121.02,DB00151,3,3,0,2,102.12,-0.67
20,0.12,8,0,C8H9NO2,2,2,11,3,42.41,151.06,DB00316,2,3,1,1,49.33,1.35
21,0.71,7,0,C7H11NO2,2,1,10,3,36.16,141.08,DB00593,1,3,1,1,46.17,0.45
21,0.25,8,0,C8H10N2S,2,1,11,3,49.5,166.06,DB00609,2,2,1,2,71.0,1.28
21,0.67,6,0,C6H11NO3,4,1,10,4,35.31,145.07,DB00992,2,4,0,4,69.39,-0.53
3,0.0,0,0,CaCl2,0,0,3,3,5.75,109.9,DB01164,0,0,0,0,0.0,-6.37
12,1.0,3,0,C3H2F6O,1,0,10,7,18.04,168.0,DB01189,0,1,0,2,9.23,2.08
20,0.0,8,0,C8H8N4,4,2,12,4,47.35,160.07,DB01275,3,4,2,1,63.83,0.92
23,0.33,9,0,C9H13N,1,1,10,1,43.8,135.1,DB01576,2,1,1,2,26.02,1.58
22,1.0,6,0,C6H12N4,4,0,10,4,36.56,140.11,DB06799,0,4,4,0,12.96,-1.02
19,0.6,5,0,C5H9NO3S,3,3,10,5,39.09,163.03,DB06823,2,4,0,3,105.2,-0.49
5,0.0,0,0,H2MgO2,2,0,3,3,9.63,57.99,DB09104,2,2,0,0,60.0,-0.73
3,0.0,0,0,Cl2Mg,0,0,3,3,5.75,93.92,DB09407,0,0,0,0,0.0,-6.37
8,0.0,0,0,H2KO4P,2,2,6,6,12.04,135.93,DB09413,2,4,0,0,90.4,-4.56
3,0.0,0,0,Cl2Sn,0,0,3,3,5.75,189.84,DB11056,0,0,0,0,0.0,-6.37
32,0.5,12,0,C12H18O2,2,2,14,2,57.62,194.13,DB11254,2,2,1,5,40.46,3.22
23,0.22,9,0,C9H10O4,4,2,13,4,45.48,182.06,DB11323,2,4,1,3,66.76,0.54
15,0.0,7,0,C7H5NS2,2,1,10,3,47.01,166.99,DB11496,1,1,2,0,76.12,2.96
14,0.5,2,0,C2H6N2O3Pt,5,2,8,6,20.42,301.0,DB13145,4,5,1,0,87.57,-1.71
3,0.0,0,0,Cl2Sr,0,0,3,3,5.75,157.84,DB13987,0,0,0,0,0.0,-6.37
3,0.0,0,0,Cl2Co,0,0,3,3,0.0,128.87,DB14206,0,0,0,0,0.0,-5.99
3,0.0,0,0,Cl2Zn,0,0,3,3,0.0,133.87,DB14533,0,0,0,0,0.0,-5.99
18,0.5,4,0,C4H9N3O2,2,3,9,5,32.18,131.07,DB00148,4,5,0,2,90.41,-1.1
26,0.4,10,0,C10H15N,1,1,11,1,48.41,149.12,DB00191,2,1,1,2,26.02,1.97
20,0.5,4,0,C4H11N5,2,4,9,5,36.46,129.1,DB00331,5,5,0,0,88.99,-1.03
10,0.0,1,0,CH3O5P,2,3,7,6,20.07,125.97,DB00529,3,5,0,1,104.64,-0.16
13,0.0,4,0,C4H4FN3O,3,2,9,5,29.23,129.03,DB01099,3,4,1,0,71.77,-0.51
17,0.0,7,0,C7H7NO2,2,2,10,3,37.81,137.05,DB02362,3,3,1,1,63.32,0.97
17,0.0,7,0,C7H7NO2,2,2,10,3,36.62,137.05,DB08797,3,3,1,1,63.32,0.49
18,0.12,8,0,C8H8O2,1,1,10,2,37.78,136.05,DB09269,1,2,1,2,37.3,1.31
24,0.33,9,0,C9H13NO,2,2,11,2,45.46,151.1,DB09352,3,2,1,2,46.25,1.28
9,0.0,0,0,S8Tc,8,0,9,9,60.73,354.68,DB09397,0,0,1,0,202.4,5.18
51,1.0,16,0,C16H34O,1,1,17,1,77.4,242.26,DB09494,1,1,0,14,20.23,5.46
5,0.0,0,0,AgNO3,3,0,5,5,10.36,168.89,DB11080,0,4,0,0,66.2,-0.24
19,0.25,8,0,C8H9ClO,1,1,10,2,42.59,156.03,DB11121,1,1,1,0,20.23,2.66
18,0.0,9,0,C9H7NO,2,1,11,2,43.41,145.05,DB11145,1,2,2,0,33.12,1.94
27,0.4,10,0,C10H14O3,3,2,13,3,49.77,182.09,DB13583,2,3,1,4,49.69,0.73
30,0.45,11,0,C11H17NO,2,1,13,2,55.22,179.13,DB13624,1,2,1,4,21.26,1.85
17,0.14,7,0,C7H7NO2,3,0,10,3,35.58,137.05,DB13882,0,3,1,1,39.19,0.87
31,0.5,12,0,C12H18O,1,1,13,1,56.07,178.14,DB13908,1,1,1,4,20.23,3.43
20,0.11,9,0,C9H10O,1,1,10,1,42.56,134.07,DB14186,1,1,1,2,20.23,1.69
12,0.67,3,0,C3H6O3,2,2,6,3,19.32,90.03,DB14475,2,3,0,1,57.53,-0.55
23,0.33,9,0,C9H13N,1,1,10,1,43.8,135.1,DB00182,2,1,1,2,26.02,1.58
12,1.0,3,0,C3H4Cl2F2O,1,0,8,5,27.45,163.96,DB01028,0,1,0,2,9.23,2.03
6,0.0,1,0,CHNaO3,2,1,5,4,8.02,83.98,DB01390,1,3,0,0,60.36,-4.11
10,1.0,2,0,C2H3Cl3O2,2,2,7,5,28.52,163.92,DB01563,2,2,0,0,40.46,0.67
15,0.0,7,0,C7H6O2,1,1,9,2,33.4,122.04,DB03793,1,2,1,1,37.3,1.38
14,0.67,3,0,C3H7NO3,3,3,7,4,22.7,105.04,DB03929,4,4,0,2,83.55,-1.61
8,0.5,2,0,C2H3NaO2,2,0,5,3,10.68,82.0,DB09395,0,2,0,0,40.13,-4.24
19,0.12,8,0,C8H8O3,3,1,11,3,39.45,152.05,DB09543,1,3,1,1,46.53,1.18
7,0.0,0,0,H2O4Se,2,2,5,5,11.56,145.91,DB11068,2,4,0,0,74.6,-1.73
11,1.0,3,0,C3H3F5,0,0,8,5,16.68,134.02,DB13117,0,0,0,1,0.0,2.2
6,0.0,0,0,HNaO3S,2,1,5,5,11.55,103.95,DB14015,1,3,0,0,79.57,-3.66
18,0.0,9,0,C9H8O,1,0,10,1,41.54,132.06,DB14184,0,1,1,2,17.07,1.9
26,0.88,8,0,C8H16O2,1,1,10,2,40.94,144.12,DB00313,1,2,0,5,37.3,2.29
13,0.25,4,0,C4H6N2S,2,1,7,3,30.6,114.03,DB00763,1,2,1,0,52.81,1.08
18,0.6,5,0,C5H9NO3,3,2,9,4,30.93,131.06,DB00855,3,4,0,4,80.39,-0.62
17,0.0,6,0,C6H7N3O,3,2,10,4,35.89,137.06,DB00951,3,4,1,1,68.01,-0.31
